AUTHOR,PUBLICATION DATE,TITLE,Thesis #,FILE NAME,Online
"Fisher, Galen Reid, Jr.",1992,The Mount Tallac Roof Pendant And Its Implications For The Role Of The Sailor Canyon Basin In Jurassic Cordilleran Tectonics,,,https://search.proquest.com/docview/303994136?accountid=452
"Fisher, John Bailey",1978.0,"Flume development for a study of bedload and suspended sediment in Clear Creek drainage, eastern Sierra Nevada",1246.0,"Mackay209_Fisher.pdf, Mackay209_Fisher_map_0001.jpg",
"Fisher, John Bailey",1978,"Flume Development For A Study Of Bedload And Suspended Sediment In Clear Creek Drainage, Eastern Sierra Nevada.",,,https://search.proquest.com/docview/302884504?accountid=452
"Fisk, Terry T.",2011,"Climate Change And Groundwater Use Impacts To Groundwater And Spring Hydrology, Amargosa Desert, Nevada And Death Valley National Park, California",,,https://search.proquest.com/docview/894740731?accountid=452
"Fissel, Lauren",2016,Evaluation Of Uncertainty For Soil Water Characteristic Curve Measurements And Implications For Predicting The Hydro-Mechanical Behavior Of Unsaturated Soils,,,https://search.proquest.com/docview/1842439163?accountid=452
"Fitzgerald, Brian",2004,"Arsenic Occurrence And Speciation In Domestic Wells: Churchill County, Nevada",,,https://search.proquest.com/docview/305163316?accountid=452
"Flangas, William G.",1958.0,"Underground mining operations at Ruth, Nevada, 1951-1958",Tm F585,Mackay211_Flangas.pdf,
"Flatland, Robert ",1993.0,"Application of the rockfall hazard rating system to the rock slopes adjacent to US 50 and State Route 28 on the east side of Lake Tahoe, Nevada",3243.0,"Mackay212_Flatland.pdf, Mackay212_Flatland_map_0001.jpg, Mackay212_Flatland_map_0002.jpg, Mackay212_Flatland_map_0003.jpg",
"Flatland, Robert Michael",1993,"Application Of The Rockfall Hazard Rating System To The Rock Slopes Adjacent To Us 50 And State Route 28 On The East Side Of Lake Tahoe, Nevada",,,https://search.proquest.com/docview/304046969?accountid=452
"Fleck, Thomas Melvin",1988.0,The reduction of Cr(VI) to Cr(lll) in a fluidized bed electrochemical reactor,2304.0,Mackay213_Fleck.pdf,
"Flickinger, Allison",2015,Impact Of Potential Climate Change On Predicted Fluvial Transport Of Mercury And Associated Bioaccumulation Along The Carson River-Lahontan Reservoir System,,,https://search.proquest.com/docview/1696939989?accountid=452
"Flint, David C.",1987,"Geology, Trace Element Geochemistry And Hydrothermal Alteration At The Buckhorn Gold Mine, Eureka County, Nevada",,,https://search.proquest.com/docview/303587108?accountid=452
"Flint, David Charles",1987.0,"Geology, trace element geochemistry and hydrothermal alteration at the Buckhorn gold mine, Eureka County, Nevada",2204.0,"Mackay214_Flint.pdf, Mackay214_Flint_map_0001.jpg, Mackay214_Flint_map_0002.jpg, Mackay214_Flint_map_0003.jpg, Mackay214_Flint_map_0004.jpg, Mackay214_Flint_map_0005.jpg, Mackay214_Flint_map_0006.jpg, Mackay214_Flint_map_0007.jpg, Mackay214_Flint_map_0008.jpg, Mackay214_Flint_map_0009.jpg, Mackay214_Flint_map_0010.jpg, Mackay214_Flint_map_0011.jpg, Mackay214_Flint_map_0012.jpg, Mackay214_Flint_map_0013.jpg, Mackay214_Flint_map_0014.jpg",
"Fockler, Matthew N.",2007,"Plumbing The Truckee: Water, Diversion And The Creation Of Community Along The Truckee River, Nevada",,,https://search.proquest.com/docview/304842643?accountid=452
"Font, Karen Ruth",1995.0,"Geochemical and isotopic evidence for hydrologic processes at Owens Lake, California",3467.0,Mackay699_Font.pdf,
"Font, Karen Ruth",1995,"Geochemical And Isotopic Evidence For Hydrologic Processes At Owens Lake, California",,,https://search.proquest.com/docview/304212053?accountid=452
"Fontaine, Sheryl Anne",1997,"Structural And Paleomagnetic Analysis Of The Pyramid Lake Domain, Northern Walker Lane, West-Central Nevada",,,https://search.proquest.com/docview/304363131?accountid=452
"Fori, Andrea Nicole",1997,"Faulting Across Valles Marineris, Mars: Regional Scale Statistics And Analysis",,,https://search.proquest.com/docview/304358125?accountid=452
"Forrester, Harrison A.",2016,"Effects Of Packstock Use And Backpackers On Water Quality In Yosemite National Park, California",,,https://search.proquest.com/docview/1808210795?accountid=452
"Forson, Corina",2014,"Prospecting For A Blind Geothermal System Utilizing Geologic And Geophysical Data, Seven Troughs Range, Northwestern Nevada",,,https://search.proquest.com/docview/1655362340?accountid=452
"Fosbury, Deetta",2007,Identifying The Influences Of Geothermal Sources On Shallow Aquifer Water Quality,,,https://search.proquest.com/docview/304840177?accountid=452
"Foster, Erich L.",2006,A Robust Solution To Henry'S Problem,,,https://search.proquest.com/docview/305276040?accountid=452
"Foster, Joseph Milton",1988.0,"Geology and mineralization of the Lucky Hill pit, Candelaria mine, Mineral County, Nevada",2320.0,"Mackay215_Foster.pdf, Mackay215_Foster_map_0001.jpg, Mackay215_Foster_map_0002.jpg",
"Foster, Joseph Milton",1988,"Geology And Mineralization Of The Lucky Hill Pit, Candelaria Mine, Mineral County, Nevada",,,https://search.proquest.com/docview/303696930?accountid=452
"Fox, Forrest L.",1982.0,"Chemical variations of the Truckee River from Lake Tahoe to Truckee, California during low flow",1692.0,Mackay216_Fox.pdf,
"Fox, Forrest Lee",1982,"Chemical Variations Of The Truckee River From Lake Tahoe To Truckee, California During Low Flow.",,,https://search.proquest.com/docview/303254623?accountid=452
"Francis, Stephen Starko",2006,West Nile Virus In Nevada: Mosquito Infection Rates And Weather,,,https://search.proquest.com/docview/305271158?accountid=452
"Frank, Jack Donald",1965.0,A preliminary study of tungsten carbide grinding media in fine grinding applications,Tm F828,Mackay217_Frank.pdf,
"Franklin, Abraham J.",1996,Riparian Vegetation Mapping In The Sierra Nevada Using Airborne Digital Multispectral Videography And Image Processing,,,https://search.proquest.com/docview/304276036?accountid=452
"Franzone, Joseph G. ",1980.0," Geology, geotechnical properties and vesicular rock classification of Lousetown basalts and latites, Truckee area, California",1423.0,"Mackay218_Franzone.pdf, Mackay218_Franzone_map_0001.jpg",
"Franzone, Joseph Gerald",1980,"Geology, Geotechnical Properties And Vesicular Rock Classification Of Lousetown Basalts And Latites, Truckee Area, California.",,,https://search.proquest.com/docview/303033192?accountid=452
"Frary, Roxanna",2012,"Fault Imaging With High-Resolution Seismic Reflection For Earthquake Hazard And Geothermal Resource Assessment In Reno, Nevada",,,https://search.proquest.com/docview/1022626287?accountid=452
"Freund, Stephanie M.",2015,Biological Soil Crust Cover And Richness In Two Great Basin Vegetation Zones,,,https://search.proquest.com/docview/1760591311?accountid=452
"Frick, Elizabeth A.",1985.0,"Quantitative analysis of groundwater flow in valley-fill deposits in Steptoe Valley, Nevada",2031.0,"Mackay219_Frick.pdf, Mackay219_Frick_map_0001.jpg",http://search.proquest.com/docview/220098305/citation/D72D3159C0634B92PQ/1?accountid=452
"Frick, Elizabeth A.",1985,"Quantitative Analysis Of Groundwater Flow In Valley-Fill Deposits In Steptoe Valley, Nevada (Model)",,,https://search.proquest.com/docview/220098305?accountid=452
"Fricke, Rodney A.",1983.0,"The hydrogeochemistry and aqueous uranium distribution of Petersen Mountain and Red Rock Valley, Washoe County, Nevada",1746.0,Mackay220_Fricke.pdf,
"Fricke, Rodney Alan",1983,"The Hydrogeochemistry And Aqueous Uranium Distribution Of Petersen Mountain And Red Rock Valley Washoe County, Nevada.",,,https://search.proquest.com/docview/303169392?accountid=452
"Friedsam, Barbara L.",1999,"Running Wild: Moab, Utah, And Jackson Hole, Wyoming",,,https://search.proquest.com/docview/230623925?accountid=452
"Frost, Karl Albert",1983.0,"Geology and mineralization of the Luning (New Boston) tungsten - molybdenum prospect, Mineral County, Nevada",1744.0,"Mackay221_Frost.pdf, Mackay221_Frost_map_0001.jpg, Mackay221_Frost_map_0002.jpg, Mackay221_Frost_map_0002a.jpg, Mackay221_Frost_map_section a_a.jpg",
"Frost, Karl Albert",1983,"Geology And Mineralization Of The Luning (New Boston) Tungsten - Molybdenum Prospect Mineral County, Nevada.",,,https://search.proquest.com/docview/303170146?accountid=452
"Fuller, Lynn Roy",1986.0,"General geology of Triassic rocks at Alaska Canyon in the Jackson Mountains, Humboldt County, Nevada",2148.0,"Mackay222_Fuller.pdf, Mackay222_Fuller_map_0001.jpg",
"Fuller, Lynn Roy",1986,"General Geology Of Triassic Rocks At Alaska Canyon In The Jackson Mountains, Humboldt County, Nevada (Arcestes, Discotropites, Halobia, Turbidites, Paleocurrent)",,,https://search.proquest.com/docview/303443345?accountid=452
"Fulton, Fred J.",1956.0,The omega transformation in a Ti-Mn alloy,Tm F974,Mackay223_Fulton.pdf,
"Furtak-Cole, Eden",2012,A Series Solution To The Porous Medium Equation,,,https://search.proquest.com/docview/1073449346?accountid=452
"Gaffney, Rowan",2016,Susceptibility Of Headwater Catchment Hydrology To Persistent Droughts And Forest Structure Modification - A Plot To Catchment Scale Analysis,,,https://search.proquest.com/docview/1870037890?accountid=452
"Galla, Vivek",2007,Investigating Unsaturated Flow For Heap Leach Materials In Large Diameter Columns,,,https://search.proquest.com/docview/304840536?accountid=452
"Gallagher, Neil Paul",1987.0,"Interaction of gold cyanide, thiocyanate, thiosulfate, and thiourea complexes with carbon matrices",2209.0,Mackay224_Gallagher.pdf,
"Gallagher, Neil Paul",1987,"Interaction Of Gold Cyanide, Thiocyanate, Thiosulfate, And Thiourea Complexes With Carbon Matrices",,,https://search.proquest.com/docview/303606020?accountid=452
"Gamlin, Jeffrey David",2002,"Characterization Of Arsenic Transport In Northeastern Honey Lake Basin, Lassen County, California",,,https://search.proquest.com/docview/230914229?accountid=452
"Gandhi, Thulasidharan",2008,Synthesis And Characterization Of Czt Nanowires And Its Potential As A Gamma Ray Detector,,,https://search.proquest.com/docview/304537590?accountid=452
"Garbrecht, David A.",1978.0, Lineaments in north-central Nevada and their relations to geothermal areas,1219.0,Mackay225_Garbrecht.pdf,
"Garbrecht, David Arthur",1978,Lineaments In North-Central Nevada And Their Relations To Geothermal Areas.,,,https://search.proquest.com/docview/302884281?accountid=452
"Garcia, Christina Amanda",2007,"Vertical Tritium Transport From The Shallow Unsaturated Zone To The Atmosphere, Amargosa Desert Research Site, Nevada",,,https://search.proquest.com/docview/304827725?accountid=452
"Garcia, Hugo Juan",1994.0,Fate of cyanide in anaerobic microbial systems,3426.0,Mackay226_Garcia.pdf,
"Gardner, Geoffrey Graham",1993,"The Origin Of Elevated Water Levels In Emplacement Boreholes, Pahute Mesa, Nevada Test Site: A Numerical Study",,,https://search.proquest.com/docview/304064608?accountid=452
"Gardner, Murphy A.",2014,"Using An Integrated Model To Assess Groundwater Recharge In Martis Valley, Ca",,,https://search.proquest.com/docview/1560298779?accountid=452
"Garner, Christopher B.",2007,"Modeling The Effect Of Riparian Shading On Water Temperature For Portions Of The Carson River, Western Nevada, Usa",,,https://search.proquest.com/docview/304837794?accountid=452
"Garner, Michael ",1994.0,"Vapor pressures and thermodynamic properties of tungsten, chromium, cobalt, and rhodium carbonyls",3350.0,Mackay227_Garner.pdf,
"Garner, Michael Lee",1994,"Vapor Pressures And Thermodynamic Properties Of Tungsten, Chromium, Cobalt And Rhodium Carbonyls",,,https://search.proquest.com/docview/304143315?accountid=452
"Garside, Larry J.",1968.0,"Geology of the Bishop Creek area, Elko County, Nevada",264.0,"Mackay228_Garside.pdf, Mackay228_Garside_map_0001.jpg, Mackay228_Garside_map_0002.jpg",
"Garvin, Paul F.",2012,"A Stable Isotope Investigation Of No3 Contamination At Many Devils Wash, Shiprock Umtrca Site, Shiprock, Nm",,,https://search.proquest.com/docview/1074787778?accountid=452
"Gastineau, Karen M.",2015,"Hydrogeologic Controls On Groundwater Quality In The West Mamprusi Area, Northern Ghana",,,https://search.proquest.com/docview/1725713186?accountid=452
"Gates, William Chester Bruce",1994.0,"Regional slope stability of the Truckee River canyon (drainage basin) from Tahoe City, California to Reno, Nevada",3272.0,"Mackay229_Gates.pdf, Mackay229_Gates_map_0001.jpg, Mackay229_Gates_map_0002.jpg",http://search.proquest.com/docview/304127429/abstract?accountid=452
"Gates, William Chester Bruce",1994,"Regional Slope Stability Of The Truckee River Canyon (Drainage Basin) From Tahoe City, California To Reno, Nevada",,,https://search.proquest.com/docview/304127429?accountid=452
"Geasan, Dennis L.",1980.0," The geology of a part of the Olinghouse mining district, Washoe County, Nevada",1436.0,"Mackay230_Geasan.pdf, Mackay230_Geasan_map_0001.jpg, Mackay230_Geasan_map_0002.jpg, Mackay230_Geasan_map_0003.jpg",http://search.proquest.com/docview/303031072/citation/FEC772F4B2D5406EPQ/1?accountid=452
"Geasan, Dennis L.",1980,"The Geology Of A Part Of The Olinghouse Mining District, Washoe County, Nevada.",,,https://search.proquest.com/docview/303031072?accountid=452
"Gedney, Larry D.",1967.0,A preliminary study of focal mechanisms of small earthquakes in the central Nevada region,145.0,Mackay231_Gedney.pdf,
"Geertson, Carol Jean",1997,Blast-Induced Vibration Monitoring Of The James Creek Tailings Impoundment And The Gold Quarry Pit,,,https://search.proquest.com/docview/304357237?accountid=452
"Gehlhausen, Andrea N.",2009,Evaluation Of The Fractional Theis Solution,,,https://search.proquest.com/docview/304946608?accountid=452
"Gentry, Donald William",1967.0,Scheduling production from underground mines by linear programming,143.0,Mackay232_Gentry.pdf,
"Gerdel, Miguel Antonio",1985.0,Microflotation investigations of bastnaesite and barite,1978.0,Mackay233_Gerdel.pdf,
"Gerdel, Miguel Antonio",1985,Microflotation Investigations Of Bastnaesite And Barite,,,https://search.proquest.com/docview/303400941?accountid=452
"Gianella, Vincent P.",1920.0,The sampling of free gold ores,Tm G433,Mackay234_Gianella.pdf,
"Gibbons, James Arthur",1973.0,"The geology of part of the Contact mining district, Elko County, Nevada",741.0,"Mackay235_Gibbons.pdf, Mackay235_Gibbons_map_0001.jpg, Mackay235_Gibbons_map_0002.jpg",
"Gibson, Peter Craig",1987.0,"Geology of the Buckskin mine, Douglas County, Nevada",2230.0,"Mackay236_Gibson_1987.pdf, Mackay236_Gibson_1987_map_0001.jpg, Mackay236_Gibson_1987_map_0001a.jpg, Mackay236_Gibson_1987_map_0002a.jpg, Mackay236_Gibson_1987_map_0002b.jpg, Mackay236_Gibson_1987_map_0002c.jpg, Mackay236_Gibson_1987_map_0002d.jpg",http://search.proquest.com/docview/303491183/abstract/D409219463C54BF7PQ/1?accountid=452
"Gibson, Peter Craig",1992.0,"The calera vein system, Orcopampa District, southern Peru: association of tectonism, magmatism and hydrothermal activity in the formation of a bonanza Ag-Au deposit",3048.0,Mackay237_Gibson_1992.pdf,
"Gibson, Peter Craig",1987,"Geology Of The Buckskin Mine, Douglas County, Nevada",,,https://search.proquest.com/docview/303491183?accountid=452
"Gibson, Peter Craig",1992,"The Calera Vein System, Orcopampa District, Southern Peru: Association Of Tectonism, Magmatism And Hydrothermal Activity In The Formation Of A Bonanza Silver-Gold Deposit",,,https://search.proquest.com/docview/303985568?accountid=452
"Gibson, Robert J.",2012,"The Training, Use, And Water Quality Effects Of Riparian Proper Functioning Condition Assessment In Nevada",,,https://search.proquest.com/docview/1073449353?accountid=452
"Giffin, Joy M.",2006,"Sediment Production, Storage, And Transport Processes Studied In Two Semi-Arid Basins And In A Recently Burned Region Of The Mojave National Preserve",,,https://search.proquest.com/docview/305275808?accountid=452
